file,date,terms
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS567-2.html,2018,visa
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS568-2.html,2018,"border, mexico, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS570.html,2018,"immigration, border, daca, dreamer, visa, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS576.html,2018,"immigration, immigrant, migrant, citizenship, border, wall, dreamer, visa, detention, path to citizenship, mexico, ice"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS581-2.html,2018,refugee
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS581.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS582-2.html,2018,unauthorized
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS582.html,2018,unauthorized
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS584-2.html,2018,"immigrant, migrant, detention"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS584.html,2018,detention
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS585.html,2018,refugee
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-01-30-CREC-2018-01-30-pt1-PgS587.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-02-CREC-2018-02-02-pt1-PgD109.html,2018,visa
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-02-CREC-2018-02-02-pt1-PgE124-3.html,2018,"border, dreamer"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-02-CREC-2018-02-02-pt1-PgE125-4.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-02-CREC-2018-02-02-pt1-PgE126-3.html,2018,citizenship
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-02-CREC-2018-02-02-pt1-PgE130.html,2018,ice
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-02-CREC-2018-02-02-pt1-PgH736-3.html,2018,immigration
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgH764-3.html,2018,"immigration, citizenship, illegal alien, daca, dreamer, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgH764-4.html,2018,ice
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgH766-4.html,2018,"immigrant, migrant"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgH774.html,2018,"wall, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgH782-5.html,2018,immigration
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgH784-17.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS595-7.html,2018,border
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS596-2.html,2018,immigration
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS599.html,2018,"immigration, immigrant, migrant, citizenship, border, wall, daca, dreamer, visa, border security, path to citizenship, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS601-5.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS605-2.html,2018,"immigration, immigrant, migrant, refugee, undocumented, daca, dreamer, ice"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS608-3.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS608-4.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS612-2.html,2018,"border, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS613-2.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-05-CREC-2018-02-05-pt1-PgS614.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgH821-4.html,2018,"immigration, immigrant, migrant, wall, daca, dreamer"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgH834-2.html,2018,"immigrant, migrant, border, daca, dreamer, detention, border security, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgH901-2.html,2018,"immigration, border, refugee, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgH902-21.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgS618-4.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgS619-2.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, refugee, wall, daca, dreamer, visa, border security, path to citizenship, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgS622-2.html,2018,"immigration, citizenship, border, wall, daca, visa, border security, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgS622.html,2018,"immigration, border, daca"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgS628-2.html,2018,"visa, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-06-CREC-2018-02-06-pt1-PgS651.html,2018,"immigration, border"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgE159-2.html,2018,border
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH905-7.html,2018,refugee
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH906-5.html,2018,border
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH906-6.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, asylum, refugee, undocumented, illegal alien, unauthorized, wall, daca, dreamer, visa, detention, border security, path to citizenship, amnesty, mexico, ice"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH906.html,2018,"immigration, immigrant, migrant, border, dreamer, visa, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH968-6.html,2018,dreamer
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH969-2.html,2018,"immigration, wall, dreamer, visa"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH971.html,2018,"immigration, immigrant, migrant, citizenship, border, illegal alien, daca, dreamer, visa, amnesty"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH973.html,2018,"immigration, visa, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH975-10.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH975-19.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgH975-9.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgS667-5.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, refugee, undocumented, wall, daca, dreamer, visa, border security, path to citizenship, amnesty, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgS698.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, refugee, undocumented, daca, dreamer, border security, path to citizenship, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-07-CREC-2018-02-07-pt1-PgS709-3.html,2018,"immigration, border, visa, detention, mexico, ice, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgH1074-2.html,2018,"immigration, citizenship"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgH1075-23.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgH977-5.html,2018,"immigration, immigrant, migrant, dreamer"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgH983.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgH996-2.html,2018,"immigration, daca, dreamer, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS794-3.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, refugee, undocumented, daca, dreamer, border security, path to citizenship"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS799.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, wall, daca, dreamer, visa, detention, border security, path to citizenship, mexico, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS839-3.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS840-2.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS843-2.html,2018,"immigration, border, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS843.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-08-CREC-2018-02-08-pt1-PgS844-2.html,2018,border
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-09-CREC-2018-02-09-pt1-PgD143-4.html,2018,visa
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgD147-6.html,2018,"immigration, border, border security, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgD151.html,2018,visa
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgE167-2.html,2018,"border, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS855-8.html,2018,"immigration, immigrant, migrant, border, daca, visa, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS856-3.html,2018,"immigration, immigrant, migrant, citizenship, border, asylum, undocumented, wall, daca, dreamer, visa, border security, path to citizenship, amnesty, mexico, ice"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS868-2.html,2018,border
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS868-4.html,2018,"immigrant, migrant"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS869.html,2018,"immigrant, migrant"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS870-4.html,2018,"immigration, border, wall"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS875-3.html,2018,"border, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS876.html,2018,undocumented
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-12-CREC-2018-02-12-pt1-PgS879.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1083.html,2018,"immigration, border, visa, amnesty"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1100.html,2018,"border, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1106-3.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1106-5.html,2018,ice
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1107-5.html,2018,"border, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1107-6.html,2018,"wall, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1117-5.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgH1127-2.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgS889-7.html,2018,"immigration, immigrant, migrant, border, daca, visa, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgS890-3.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, undocumented, wall, daca, dreamer, visa, border security, path to citizenship, amnesty, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgS895-2.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, refugee, undocumented, wall, daca, dreamer, visa, border security, path to citizenship, amnesty, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgS905.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgS907-5.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-13-CREC-2018-02-13-pt1-PgS910-2.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, asylum, refugee, unauthorized, daca, visa, detention, border security, mexico, ice, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1134-6.html,2018,"immigration, border"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1136.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, unauthorized, wall, daca, dreamer, border security, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1147-4.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1155.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1170-4.html,2018,"immigration, immigrant, migrant, citizenship, border, daca, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1171-5.html,2018,"immigrant, migrant"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1177.html,2018,"immigration, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1178-21.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgH1179.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgS1129.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgS929-7.html,2018,"immigration, immigrant, migrant, border, daca, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgS930-5.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, asylum, refugee, undocumented, unauthorized, wall, daca, dreamer, visa, detention, border security, path to citizenship, mexico, ice, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgS966-2.html,2018,"immigration, visa"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgS967-8.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-14-CREC-2018-02-14-pt1-PgS970.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, asylum, refugee, undocumented, illegal alien, unauthorized, wall, daca, dreamer, visa, detention, border security, path to citizenship, mexico, ice, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1131-7.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, asylum, refugee, wall, daca, dreamer, visa, border security, path to citizenship, amnesty, mexico, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1136.html,2018,dreamer
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1138.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, undocumented, illegal alien, wall, daca, dreamer, visa, detention, border security, path to citizenship, amnesty, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1149.html,2018,"immigration, immigrant, migrant, citizenship, border, daca, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1152-4.html,2018,"immigration, immigrant, migrant, citizenship, border, wall, daca, dreamer, border security, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1156-3.html,2018,"immigration, immigrant, migrant, border, asylum, refugee, undocumented, detention, ice"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1156.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1159-2.html,2018,"citizenship, deportation, amnesty"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1162.html,2018,ice
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1163.html,2018,immigration
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1165-2.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1166-3.html,2018,amnesty
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1169-3.html,2018,citizenship
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1170-2.html,2018,"immigration, immigrant, migrant, citizenship, deportation, border, asylum, refugee, daca, visa, detention, border security, mexico, ice, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-02-15-CREC-2018-02-15-pt1-PgS1191-8.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgE1680-5.html,2018,detention
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgH10269-2.html,2018,"border, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7627-9.html,2018,"border, border security"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7628-3.html,2018,"immigration, migrant"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7631.html,2018,"migrant, citizenship, border, detention, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7636.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7639-3.html,2018,"immigration, immigrant, migrant, border, wall"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7654-2.html,2018,mexico
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7657-2.html,2018,detention
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7657-3.html,2018,border
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-17-CREC-2018-12-17-pt1-PgS7658-2.html,2018,"immigration, citizenship, border, unauthorized, detention, mexico"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-18-CREC-2018-12-18-pt1-PgD1293-5.html,2018,visa
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-18-CREC-2018-12-18-pt1-PgS7738-3.html,2018,"border, wall"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-18-CREC-2018-12-18-pt1-PgS7745.html,2018,wall
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-18-CREC-2018-12-18-pt1-PgS7753.html,2018,"immigration, immigrant, migrant, citizenship, border, asylum, refugee, undocumented, wall, visa, detention, family separation, border security, mexico, cbp"
C:\Users\kevin barcenas\Documents\GitHub\LIN350Project\congressional_record\congressional_record\CREC-2018-12-18-CREC-2018-12-18-pt1-PgS7782-3.html,2018,"immigration, immigrant, migrant, visa"
