file_id,date_standard,chamber,speaker_full,speaker_last,party,title,is_speech,speech_category,speech_summary,immigration_terms,text_excerpt,text_length
CREC-2020-02-04-CREC-2020-02-04-pt1-PgS859-4,2020-02-04,Senate,JOHN LEONARD BADALAMENTI,BADALAMENTI,,NOMINATIONS,True,other,"From the Congressional Record Online through the Government Publishing Office NOMINATIONS Executive nominations received by the Senate: THE JUDICIARY JOHN LEONARD BADALAMENTI, OF FLORIDA, TO BE UNITED STATES DISTRICT JUDGE FOR THE MIDDLE DISTRICT OF FLORIDA, VICE ELIZABETH A. KOVACHEVICH , RETIRED. ...",wall,"
[Congressional Record Volume 166, Number 23 (Tuesday, February 4, 2020)]
[Senate]
[Pages S859-S870]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              NOMINATIONS

  Executive nominations received by the Senate:


                             THE JUDICIARY

        JOHN LEONARD BADALAMENTI, OF FLORIDA, TO BE UNITED STATES 
     DISTRICT JUDGE FOR THE MIDDLE DISTRICT OF FLORIDA, VICE 
     ELIZABETH A. KOVACHEVICH , RETIR...",76355
CREC-2020-02-05-CREC-2020-02-05-pt1-PgH839-6,2020-02-05,House,Ms. OMAR,OMAR,,PROTECTING THE RIGHT TO ORGANIZE ACT,True,legal_status,"From the Congressional Record Online through the Government Publishing Office PROTECTING THE RIGHT TO ORGANIZE ACT The SPEAKER pro tempore (Ms. Torres Small of New Mexico). Under the Speaker's announced policy of January 3, 2019, the gentleman from Michigan (Mr. Levin) is recognized for 60 minutes a...","immigrant, migrant, undocumented, mexico","
[Congressional Record Volume 166, Number 24 (Wednesday, February 5, 2020)]
[House]
[Pages H839-H844]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                  PROTECTING THE RIGHT TO ORGANIZE ACT

  The SPEAKER pro tempore (Ms. Torres Small of New Mexico). Under the 
Speaker's announced policy of January 3, 2019, the gentleman from 
Michigan (Mr. Levin) is recognized for 60 minutes as the designee of 
the majority leader.
  Mr. LEVIN of Mi...",35403
CREC-2020-02-05-CREC-2020-02-05-pt1-PgS872-2,2020-02-05,Senate,Mr. SCHUMER,SCHUMER,D,STATE OF THE UNION ADDRESS,True,other,"From the Congressional Record Online through the Government Publishing Office STATE OF THE UNION ADDRESS Mr. SCHUMER. Madam President, I will speak later this afternoon, at about 3:30--prior to the vote on the Articles of Impeachment--about impeachment, but this morning, I would like to briefly resp...",wall,"
[Congressional Record Volume 166, Number 24 (Wednesday, February 5, 2020)]
[Senate]
[Pages S872-S873]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                       STATE OF THE UNION ADDRESS

  Mr. SCHUMER. Madam President, I will speak later this afternoon, at 
about 3:30--prior to the vote on the Articles of Impeachment--about 
impeachment, but this morning, I would like to briefly respond to 
President Trump's third State of the Union ...",7994
CREC-2020-02-05-CREC-2020-02-05-pt1-PgS873,2020-02-05,Senate,Mr. CORNYN,CORNYN,R,IMPEACHMENT,True,border_security,"From the Congressional Record Online through the Government Publishing Office IMPEACHMENT Mr. CORNYN. Madam President, over the last months, our country has been consumed by a single word, one that we don't use often in our ordinary parlance. That word, of course, is ``impeachment.'' It has filled o...","immigration, immigrant, migrant, citizenship, border, unauthorized, wall, visa, mexico, ice","
[Congressional Record Volume 166, Number 24 (Wednesday, February 5, 2020)]
[Senate]
[Pages S873-S936]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              IMPEACHMENT

  Mr. CORNYN. Madam President, over the last months, our country has 
been consumed by a single word, one that we don't use often in our 
ordinary parlance. That word, of course, is ``impeachment.'' It has 
filled our news channels, our Twitter feeds, and di...",596268
CREC-2020-02-06-CREC-2020-02-06-pt1-PgH856-3,2020-02-06,House,Mr. ESPAILLAT,ESPAILLAT,,WELCOMING MONSIGNOR KEVIN SULLIVAN,True,general,"From the Congressional Record Online through the Government Publishing Office WELCOMING MONSIGNOR KEVIN SULLIVAN The SPEAKER pro tempore. Without objection, the gentleman from New York (Mr. Espaillat) is recognized for 1 minute. There was no objection. Mr. ESPAILLAT. Mr. Speaker, I am proud to welco...",immigration,"
[Congressional Record Volume 166, Number 25 (Thursday, February 6, 2020)]
[House]
[Page H856]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                   WELCOMING MONSIGNOR KEVIN SULLIVAN

  The SPEAKER pro tempore. Without objection, the gentleman from New 
York (Mr. Espaillat) is recognized for 1 minute.
  There was no objection.
  Mr. ESPAILLAT. Mr. Speaker, I am proud to welcome Monsignor Kevin 
Sullivan as a guest chaplain here today....",1436
CREC-2020-02-06-CREC-2020-02-06-pt1-PgH857-6,2020-02-06,House,COMMEMORATING LEGACY OF PRESIDENT RONALD REAGAN ON HIS BIRTHDAY,BIRTHDAY,,COMMEMORATING LEGACY OF PRESIDENT RONALD REAGAN ON HIS BIRTHDAY,True,other,From the Congressional Record Online through the Government Publishing Office COMMEMORATING LEGACY OF PRESIDENT RONALD REAGAN ON HIS BIRTHDAY (Mr. THOMPSON of Pennsylvania asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. THOMPSON of Pennsylv...,wall,"
[Congressional Record Volume 166, Number 25 (Thursday, February 6, 2020)]
[House]
[Pages H857-H858]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




    COMMEMORATING LEGACY OF PRESIDENT RONALD REAGAN ON HIS BIRTHDAY

  (Mr. THOMPSON of Pennsylvania asked and was given permission to 
address the House for 1 minute and to revise and extend his remarks.)
  Mr. THOMPSON of Pennsylvania. Madam Speaker, I rise today to 
commemorate the legacy of Preside...",1465
CREC-2020-02-06-CREC-2020-02-06-pt1-PgH859-5,2020-02-06,House,Mr. BURGESS,BURGESS,,SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF AND PUERTO RICO,True,children,"From the Congressional Record Online through the Government Publishing Office PROVIDING FOR CONSIDERATION OF H.RES. 826, EXPRESSING DISAPPROVAL OF THE TRUMP ADMINISTRATION'S HARMFUL ACTIONS TOWARDS MEDICAID; PROVIDING FOR CONSIDERATION OF H.R. 2474, PROTECTING THE RIGHT TO ORGANIZE ACT OF 2019; AND ...","border, wall","
[Congressional Record Volume 166, Number 25 (Thursday, February 6, 2020)]
[House]
[Pages H859-H868]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




 PROVIDING FOR CONSIDERATION OF H.RES. 826, EXPRESSING DISAPPROVAL OF 
THE TRUMP ADMINISTRATION'S HARMFUL ACTIONS TOWARDS MEDICAID; PROVIDING 
FOR CONSIDERATION OF H.R. 2474, PROTECTING THE RIGHT TO ORGANIZE ACT OF 
     2019; AND PROVIDING FOR CONSIDERATION OF H.R. 5687, EMERGENCY 
    SUPPLEMENTAL AP...",78358
CREC-2020-02-06-CREC-2020-02-06-pt1-PgH870,2020-02-06,House,Mr. PALLONE,PALLONE,,EXPRESSING DISAPPROVAL OF THE TRUMP ADMINISTRATION'S HARMFUL ACTIONS,True,children,"From the Congressional Record Online through the Government Publishing Office EXPRESSING DISAPPROVAL OF THE TRUMP ADMINISTRATION'S HARMFUL ACTIONS TOWARDS MEDICAID General Leave Mr. PALLONE. Mr. Speaker, I ask unanimous consent that all Members have 5 legislative days in which to revise and extend t...","immigrant, migrant, wall","
[Congressional Record Volume 166, Number 25 (Thursday, February 6, 2020)]
[House]
[Pages H870-H879]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




 EXPRESSING DISAPPROVAL OF THE TRUMP ADMINISTRATION'S HARMFUL ACTIONS 
                            TOWARDS MEDICAID


                             General Leave

  Mr. PALLONE. Mr. Speaker, I ask unanimous consent that all Members 
have 5 legislative days in which to revise and extend their remarks and...",72474
CREC-2020-02-06-CREC-2020-02-06-pt1-PgH879,2020-02-06,House,Mr. WALKER,WALKER,,GENERAL LEAVE,True,legal_status,"From the Congressional Record Online through the Government Publishing Office PROTECTING THE RIGHT TO ORGANIZE ACT OF 2019 GENERAL LEAVE Mr. SCOTT of Virginia. Mr. Speaker, I ask unanimous consent that all Members have 5 legislative days in which to revise and extend their remarks and insert extrane...","immigration, immigrant, migrant, citizenship, undocumented, unauthorized, mexico","
[Congressional Record Volume 166, Number 25 (Thursday, February 6, 2020)]
[House]
[Pages H879-H928]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]





              PROTECTING THE RIGHT TO ORGANIZE ACT OF 2019


                             GENERAL LEAVE

  Mr. SCOTT of Virginia. Mr. Speaker, I ask unanimous consent that all 
Members have 5 legislative days in which to revise and extend their 
remarks and insert extraneous material on H.R. 2474, the...",472818
CREC-2020-02-07-CREC-2020-02-07-pt1-PgE150-3,2020-02-07,Unknown,Ms. MENG,MENG,,NO PUBLIC CHARGE DEPORTATION ACT,True,children,"From the Congressional Record Online through the Government Publishing Office NO PUBLIC CHARGE DEPORTATION ACT ______ HON. GRACE MENG of new york in the house of representatives Friday, February 7, 2020 Ms. MENG. Madam Speaker, for over 100 years, public charge has been part of U.S. immigration law ...","immigration, immigrant, migrant, deportation","
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[Extensions of Remarks]
[Page E150]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                    NO PUBLIC CHARGE DEPORTATION ACT

                                 ______
                                 

                            HON. GRACE MENG

                              of new york

                    in the house of representatives

                        F...",2682
CREC-2020-02-07-CREC-2020-02-07-pt1-PgE151-3,2020-02-07,Unknown,Mr. VARGAS,VARGAS,,HON. JUAN VARGAS,True,other,"From the Congressional Record Online through the Government Publishing Office RECOGNITION OF MR. TRACY ``T-DOG'' RASCOE, AS CALIFORNIA 56TH ASSEMBLY DISTRICT'S 2019 VETERAN OF THE YEAR ______ HON. JUAN VARGAS of california in the house of representatives Friday, February 7, 2020 Mr. VARGAS. Madam Sp...",wall,"
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[Extensions of Remarks]
[Pages E151-E152]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




RECOGNITION OF MR. TRACY ``T-DOG'' RASCOE, AS CALIFORNIA 56TH ASSEMBLY 
                  DISTRICT'S 2019 VETERAN OF THE YEAR

                                 ______
                                 

                            HON. JUAN VARGAS

                             of californi...",6104
CREC-2020-02-07-CREC-2020-02-07-pt1-PgE154-5,2020-02-07,Unknown,Mr. WENSTRUP,WENSTRUP,,RECOGNIZING AN HILL'S NATURALIZATION CEREMONY,True,other,"From the Congressional Record Online through the Government Publishing Office RECOGNIZING AN HILL'S NATURALIZATION CEREMONY ______ HON. BRAD R. WENSTRUP of ohio in the house of representatives Friday, February 7, 2020 Mr. WENSTRUP. Madam Speaker, I rise to recognize and congratulate An Hill for rece...","citizenship, visa","
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[Extensions of Remarks]
[Page E154]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




             RECOGNIZING AN HILL'S NATURALIZATION CEREMONY

                                 ______
                                 

                         HON. BRAD R. WENSTRUP

                                of ohio

                    in the house of representatives

                  ...",1530
CREC-2020-02-07-CREC-2020-02-07-pt1-PgE155-2,2020-02-07,Unknown,Ms. NORTON,NORTON,,"INTRODUCTION OF THE WASHINGTON, D.C. ADMISSION ACT",True,other,"From the Congressional Record Online through the Government Publishing Office INTRODUCTION OF THE WASHINGTON, D.C. ADMISSION ACT ______ HON. ELEANOR HOLMES NORTON of the district of columbia in the house of representatives Friday, February 7, 2020 Ms. NORTON. Madam Speaker, the Committee on Oversigh...",citizenship,"
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[Extensions of Remarks]
[Page E155]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




           INTRODUCTION OF THE WASHINGTON, D.C. ADMISSION ACT

                                 ______
                                 

                       HON. ELEANOR HOLMES NORTON

                      of the district of columbia

                    in the house of representatives

  ...",3368
CREC-2020-02-07-CREC-2020-02-07-pt1-PgH940,2020-02-07,House,Mr. GOTTHEIMER,GOTTHEIMER,,PROVIDING YELE SOWORE WITH DUE PROCESS RIGHTS,True,other,"From the Congressional Record Online through the Government Publishing Office PROVIDING YELE SOWORE WITH DUE PROCESS RIGHTS (Mr. GOTTHEIMER asked and was given permission to address the House for 1 minute.) Mr. GOTTHEIMER. Madam Speaker, this morning, hardworking families across northern New Jersey ...",detention,"
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[House]
[Page H940]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




             PROVIDING YELE SOWORE WITH DUE PROCESS RIGHTS

  (Mr. GOTTHEIMER asked and was given permission to address the House 
for 1 minute.)
  Mr. GOTTHEIMER. Madam Speaker, this morning, hardworking families 
across northern New Jersey woke up, made breakfast, and wished each 
other good-bye before leavi...",1808
CREC-2020-02-07-CREC-2020-02-07-pt1-PgH941-3,2020-02-07,House,Mrs. LOWEY,LOWEY,,EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF AND PUERTO,True,children,"From the Congressional Record Online through the Government Publishing Office EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF AND PUERTO RICO DISASTER TAX RELIEF ACT, 2020 General Leave Mrs. LOWEY. Mr. Speaker, I ask unanimous consent that all Members have 5 legislative days to revise and ...",refugee,"
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[House]
[Pages H941-H962]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




 EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF AND PUERTO 
                   RICO DISASTER TAX RELIEF ACT, 2020


                             General Leave

  Mrs. LOWEY. Mr. Speaker, I ask unanimous consent that all Members 
have 5 legislative days to revise and extend their remarks and in...",200457
CREC-2020-02-07-CREC-2020-02-07-pt1-PgH967-3,2020-02-07,House,Mr. GOHMERT,GOHMERT,,ISSUES OF THE WEEK,True,children,"From the Congressional Record Online through the Government Publishing Office ISSUES OF THE WEEK The SPEAKER pro tempore. Under the Speaker's announced policy of January 3, 2019, the gentleman from Texas (Mr. Gohmert) is recognized for 60 minutes as the designee of the minority leader. Mr. GOHMERT. ...","immigrant, migrant, citizenship, border, visa","
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[House]
[Pages H967-H972]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                           ISSUES OF THE WEEK

  The SPEAKER pro tempore. Under the Speaker's announced policy of 
January 3, 2019, the gentleman from Texas (Mr. Gohmert) is recognized 
for 60 minutes as the designee of the minority leader.
  Mr. GOHMERT. Mr. Speaker, under the new rules of this Congress...",40576
CREC-2020-02-07-CREC-2020-02-07-pt1-PgH972,2020-02-07,House,Mr. SCHWEIKERT,SCHWEIKERT,,MODERNIZING ENTITLEMENTS,True,general,"From the Congressional Record Online through the Government Publishing Office MODERNIZING ENTITLEMENTS The SPEAKER pro tempore. Under the Speaker's announced policy of January 3, 2019, the Chair recognizes the gentleman from Arizona (Mr. Schweikert) for 30 minutes. Mr. SCHWEIKERT. Mr. Speaker, my fa...",immigration,"
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[House]
[Pages H972-H975]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                        MODERNIZING ENTITLEMENTS

  The SPEAKER pro tempore. Under the Speaker's announced policy of 
January 3, 2019, the Chair recognizes the gentleman from Arizona (Mr. 
Schweikert) for 30 minutes.
  Mr. SCHWEIKERT. Mr. Speaker, my family accuses me of being incapable 
of speaking with...",27316
CREC-2020-02-07-CREC-2020-02-07-pt1-PgH975-4,2020-02-07,House,AF,AF,,"EXECUTIVE COMMUNICATIONS, ETC.",True,other,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE COMMUNICATIONS, ETC. Under clause 2 of rule XIV, executive communications were taken from the Speaker's table and referred as follows: 3749. A letter from the Director, Office of Legislative Affairs, Federal Depo...","border, cbp","
[Congressional Record Volume 166, Number 26 (Friday, February 7, 2020)]
[House]
[Pages H975-H976]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                     EXECUTIVE COMMUNICATIONS, ETC.

  Under clause 2 of rule XIV, executive communications were taken from 
the Speaker's table and referred as follows:

       3749. A letter from the Director, Office of Legislative 
     Affairs, Federal Deposit Insurance Corporation, transmitting 
   ...",4716
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH979-4,2020-02-10,House,RECOGNIZING NORTH CAROLINA SENATOR TOM M,M,,Unknown,True,other,"From the Congressional Record Online through the Government Publishing Office RECOGNIZING NORTH CAROLINA SENATOR TOM McINNIS, CITIZEN OF THE YEAR Mr. BISHOP of North Carolina. Mr. Speaker, North Carolina State Senator Tom McInnis of Rockingham has been named ``Citizen of the Year'' by the Richmond C...",citizenship,"
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Page H979]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




  RECOGNIZING NORTH CAROLINA SENATOR TOM McINNIS, CITIZEN OF THE YEAR

  Mr. BISHOP of North Carolina. Mr. Speaker, North Carolina State 
Senator Tom McInnis of Rockingham has been named ``Citizen of the 
Year'' by the Richmond Community College Foundation, and I rise to 
comment on this well-deserved honor f...",2361
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH981-5,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,PARTNERSHIPS ACT,True,other,"From the Congressional Record Online through the Government Publishing Office HISTORICALLY BLACK COLLEGES AND UNIVERSITIES (HBCUs) HOMELAND SECURITY PARTNERSHIPS ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 1494) to strengthen partnerships betw...",mexico,"
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H981-H983]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




HISTORICALLY BLACK COLLEGES AND UNIVERSITIES (HBCUs) HOMELAND SECURITY 
                            PARTNERSHIPS ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 1494) to strengthen partnerships between 
historically Black colleges and universities...",20302
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH983,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,PERSONNEL.,True,other,"From the Congressional Record Online through the Government Publishing Office PROTECTING AMERICA'S FOOD AND AGRICULTURE ACT OF 2019 Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (S. 2107) to increase the number of CBP Agriculture Specialists and support s...","border, mexico, cbp","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H983-H986]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




         PROTECTING AMERICA'S FOOD AND AGRICULTURE ACT OF 2019

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (S. 2107) to increase the number of CBP 
Agriculture Specialists and support staff in the Office of Field 
Operations of U.S. Customs and Border P...",37623
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH986,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,SECURING AMERICA'S PORTS ACT,True,border_security,"From the Congressional Record Online through the Government Publishing Office SECURING AMERICA'S PORTS ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 5273) to require the Secretary of Homeland Security to develop a plan to increase to 100 ] perce...","border, border security, mexico, cbp","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H986-H988]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                      SECURING AMERICA'S PORTS ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 5273) to require the Secretary of 
Homeland Security to develop a plan to increase to 100

[[Page H987]]

percent the rates of scanning of commercial an...",16216
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH988,2020-02-10,Senate,Mr. CRENSHAW,CRENSHAW,,DHS FIELD ENGAGEMENT ACCOUNTABILITY ACT,True,general,"From the Congressional Record Online through the Government Publishing Office DHS FIELD ENGAGEMENT ACCOUNTABILITY ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and concur in the Senate amendment to the bill (H.R. 504) to amend the Homeland Security Act of 2002 to requi...","immigration, border, mexico, cbp","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H988-H990]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                DHS FIELD ENGAGEMENT ACCOUNTABILITY ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and concur in the Senate amendment to the bill (H.R. 504) to 
amend the Homeland Security Act of 2002 to require the Department of 
Homeland Security to develop an engagem...",16176
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH990,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,HOMELAND SECURITY FOR CHILDREN ACT,True,children,"From the Congressional Record Online through the Government Publishing Office HOMELAND SECURITY FOR CHILDREN ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 2932) to amend the Homeland Security Act of 2002 to ensure that the needs of children are ...","immigrant, migrant, detention, mexico","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H990-H991]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                   HOMELAND SECURITY FOR CHILDREN ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 2932) to amend the Homeland Security Act 
of 2002 to ensure that the needs of children are considered in homeland 
security planning, and for other p...",14766
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH991,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,DEPARTMENT OF HOMELAND SECURITY CLIMATE CHANGE RESEARCH ACT,True,other,"From the Congressional Record Online through the Government Publishing Office DEPARTMENT OF HOMELAND SECURITY CLIMATE CHANGE RESEARCH ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 4737) to amend the Homeland Security Act of 2002 to require the U...",mexico,"
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H991-H993]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




      DEPARTMENT OF HOMELAND SECURITY CLIMATE CHANGE RESEARCH ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 4737) to amend the Homeland Security Act 
of 2002 to require the Under Secretary for Science and Technology of 
the Department of Homelan...",12501
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH993,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,PROTECTING CRITICAL INFRASTRUCTURE AGAINST DRONES AND EMERGING THREATS,True,legal_status,"From the Congressional Record Online through the Government Publishing Office PROTECTING CRITICAL INFRASTRUCTURE AGAINST DRONES AND EMERGING THREATS ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 4432) to require the Department of Homeland Securi...","border, unauthorized, mexico","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H993-H994]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




PROTECTING CRITICAL INFRASTRUCTURE AGAINST DRONES AND EMERGING THREATS 
                                  ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 4432) to require the Department of 
Homeland Security to prepare a terrorism threat assessmen...",9538
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH994,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,DRONE ORIGIN SECURITY ENHANCEMENT ACT,True,other,"From the Congressional Record Online through the Government Publishing Office DRONE ORIGIN SECURITY ENHANCEMENT ACT Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 4753) to prohibit the Secretary of Homeland Security from operating or procuring foreig...","border, mexico","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H994-H995]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                 DRONE ORIGIN SECURITY ENHANCEMENT ACT

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 4753) to prohibit the Secretary of 
Homeland Security from operating or procuring foreign-made unmanned 
aircraft systems, and for other purposes.
 ...",8622
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH995,2020-02-10,House,Mr. CRENSHAW,CRENSHAW,,MANAGEMENT OF THE DEPARTMENT OF HOMELAND,True,other,"From the Congressional Record Online through the Government Publishing Office DHS ACQUISITION REFORM ACT OF 2019 Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the rules and pass the bill (H.R. 3413) to amend the Homeland Security Act of 2002 to provide for certain acquisition author...","border, mexico","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H995-H997]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                   DHS ACQUISITION REFORM ACT OF 2019

  Ms. TORRES SMALL of New Mexico. Mr. Speaker, I move to suspend the 
rules and pass the bill (H.R. 3413) to amend the Homeland Security Act 
of 2002 to provide for certain acquisition authorities for the Under 
Secretary of Management of the Depart...",29796
CREC-2020-02-10-CREC-2020-02-10-pt1-PgH997,2020-02-10,House,THE BUDGET MESSAGE OF THE PRESIDENT,PRESIDENT,,THE BUDGET MESSAGE OF THE PRESIDENT--MESSAGE FROM THE PRESIDENT OF THE,True,other,From the Congressional Record Online through the Government Publishing Office THE BUDGET MESSAGE OF THE PRESIDENT--MESSAGE FROM THE PRESIDENT OF THE UNITED STATES (H. DOC. NO. 116-92) The SPEAKER pro tempore laid before the House the following message from the President of the United States; which w...,"border, mexico","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[House]
[Pages H997-H999]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




THE BUDGET MESSAGE OF THE PRESIDENT--MESSAGE FROM THE PRESIDENT OF THE 
                   UNITED STATES (H. DOC. NO. 116-92)

  The SPEAKER pro tempore laid before the House the following message 
from the President of the United States; which was read and, together 
with the accompanying papers, refer...",9217
CREC-2020-02-10-CREC-2020-02-10-pt1-PgS956,2020-02-10,Senate,Mr. RISCH,RISCH,,ARMS SALES NOTIFICATION,True,legal_status,"From the Congressional Record Online through the Government Publishing Office ARMS SALES NOTIFICATION Mr. RISCH. Mr. President, section 36(b) of the Arms Export Control Act requires that Congress receive prior notification of certain proposed arms sales as defined by that statute. Upon such notifica...",unauthorized,"
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[Senate]
[Pages S956-S957]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                        ARMS SALES NOTIFICATION

  Mr. RISCH. Mr. President, section 36(b) of the Arms Export Control 
Act requires that Congress receive prior notification of certain 
proposed arms sales as defined by that statute. Upon such notification, 
the Congress has 30 calendar days during whic...",15037
CREC-2020-02-10-CREC-2020-02-10-pt1-PgS957,2020-02-10,Senate,Mr. BARRASSO,BARRASSO,,IMPEACHMENT,True,other,"From the Congressional Record Online through the Government Publishing Office IMPEACHMENT Mr. BARRASSO. Mr. President, I come to the floor today following Senate acquittal in the impeachment trial of President Trump. After a 2-week trial, the U.S. Senate has delivered impartial justice. Make no mist...","border, mexico","
[Congressional Record Volume 166, Number 27 (Monday, February 10, 2020)]
[Senate]
[Pages S957-S959]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              IMPEACHMENT

  Mr. BARRASSO. Mr. President, I come to the floor today following 
Senate acquittal in the impeachment trial of President Trump.
  After a 2-week trial, the U.S. Senate has delivered impartial 
justice. Make no mistake: Senate acquittal is the final judgment,...",18340
